CLIENTE,MRR_12M,CD_CLIENTE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M
TFCEVV,116.65611,TFCEVV,1.0,79.1376149510895
TFCAAC,133.86016,TFCAAC,,
TFC527,552.854547,TFC527,,
TEZOAY,409.577942,TEZOAY,,
TFCB37,1192.766688,TFCB37,1.0,455.151637224672
TEZLHF,173.466523,TEZLHF,,
TEYVXM,142.117433,TEYVXM,,
TEZIFP,1158.877045,TEZIFP,5.0,9656.94980672003
TEXKM7,991.455031,TEXKM7,1.0,1311.73802222674
TEZUOA,669.807537,TEZUOA,1.0,10114.2285957729
TFBTN8,134.497242,TFBTN8,,
TFCPN1,365.756531,TFCPN1,6.0,32762.2663417132
TFBTYK,806.482599,TFBTYK,1.0,60.1656066496676
TFCMRP,476.288975,TFCMRP,4.0,6251.51845711716
TEZOMO,564.445461,TEZOMO,,
TFCTO6,223.275493,TFCTO6,,
TFBRC1,340.482888,TFBRC1,1.0,32408.9237222248
TFCHAP,33.935476,TFCHAP,,
TEZE52,190.719445,TEZE52,,
TFBKS2,1988.403902,TFBKS2,,
TEZII3,161.99077,TEZII3,,
TFBFQ1,983.458221,TFBFQ1,4.0,27687.5631045994
TFBX81,33.708186,TFBX81,,
TFBYCB,108.134621,TFBYCB,2.0,787.685162741861
TFCIA8,578.96332,TFCIA8,,
TEZUUX,656.836544,TEZUUX,,
TFAGPE,466.507576,TFAGPE,1.0,169.44908278611
TFCPR8,805.464999,TFCPR8,1.0,153.613152081156
TFBYZE,132.099975,TFBYZE,,
TEZFF9,1117.276729,TEZFF9,,
TEZKKU,5736.597535,TEZKKU,1.0,1410.94485225228
TFBZBU,1611.77573,TFBZBU,1.0,1159.63405494067
TFBKN0,104.276261,TFBKN0,1.0,1543.10572018494
TEZFK5,47.669589,TEZFK5,,
TEZHZZ,93.178285,TEZHZZ,,
TFBUG2,7552.143777,TFBUG2,2.0,83096.1520184469
TFCBUC,207.325791,TFCBUC,1.0,2858.62301018544
TFCLYM,536.31555,TFCLYM,2.0,18630.3818324179
TEWOX7,2683.44131,TEWOX7,2.0,3792.3543817462
TFCFV6,1673.83173,TFCFV6,2.0,1023.77379252423
TEZNKZ,325.68394,TEZNKZ,1.0,0.0042038573679197
TFBYGY,77.290989,TFBYGY,,
TFBTX1,64.448801,TFBTX1,,
TFCME1,88.160564,TFCME1,2.0,8790.67773434227
TFBK73,258.446915,TFBK73,,
TEZGDB,148.384802,TEZGDB,,
TFBTPB,86.100765,TFBTPB,,
TFBTMT,559.956258,TFBTMT,,
TFCPEB,73.856875,TFCPEB,,
TFCBA1,165.685574,TFCBA1,1.0,2359.24258959288
TFCDG4,857.245145,TFCDG4,1.0,1989.8328272443
TEZUUO,504.231972,TEZUUO,1.0,10810.5933649114
TFBYF1,82.655755,TFBYF1,1.0,343.875532695836
TFBKI9,851.820276,TFBKI9,3.0,22046.0075361379
TFCJT6,33.47386,TFCJT6,,
TFBKDK,275.024786,TFBKDK,3.0,14334.7920928727
TFCBQ1,40.237134,TFCBQ1,1.0,299.751845762151
TEZLO7,51.242026,TEZLO7,1.0,0.235416012603507
TFCMRT,82.614204,TFCMRT,,
TFBO96,7511.734003,TFBO96,1.0,420.394144506712
TFCJDN,2051.811025,TFCJDN,2.0,16514.6056422881
TFCCR7,30.242167,TFCCR7,,
TFCAJ0,89.763996,TFCAJ0,,
TEZORG,1103.403258,TEZORG,,
TFCBMZ,89.684122,TFCBMZ,,
TEZMJ3,1565.566257,TEZMJ3,1.0,393.544107497808
TEZBN5,1824.992037,TEZBN5,5.0,15485.909132786
TEZJKS,1222.906047,TEZJKS,1.0,6517.49230892808
TEXY99,268.607759,TEXY99,2.0,15953.0207442224
TEZUT6,139.845225,TEZUT6,2.0,640.150788414717
TFBUCB,404.263705,TFBUCB,,
TFCSJV,54.278508,TFCSJV,,
TFBWAK,1268.393665,TFBWAK,,
TFCPR2,26.711887,TFCPR2,2.0,971.64596116203
TEZSQA,391.381496,TEZSQA,1.0,29869.0287699603
TFCWEY,656.497568,TFCWEY,,
TFBRLL,497.666077,TFBRLL,2.0,29282.0651849646
TFCJRW,308.485017,TFCJRW,3.0,8844.6636706611
TEZFRP,676.591847,TEZFRP,,
TFBLRG,591.667943,TFBLRG,,
TEZIWX,163.306812,TEZIWX,,
TFBKJR,123.48504,TFBKJR,,
TFBZGV,2186.60049,TFBZGV,2.0,0.0084077147358395
TFCCIT,249.169255,TFCCIT,,
TFCLIZ,166.688419,TFCLIZ,1.0,856.430842279453
TFA753,910.575612,TFA753,,
TFAIKV,224.007929,TFAIKV,,
TFCQLG,900.468445,TFCQLG,,
TFCAR6,702.171158,TFCAR6,,
TEZH10,1773.232652,TEZH10,,
TEZMSN,3937.842654,TEZMSN,1.0,524.649807231122
TFBZKZ,124.660784,TFBZKZ,3.0,584.336174140847
TFBKNV,586.737762,TFBKNV,,
TEZHHT,3841.896948,TEZHHT,2.0,31497.9814614556
TEZI16,466.460013,TEZI16,3.0,466.552498406471
TFBWCE,91.720718,TFBWCE,,
TFCCFA,699.99373,TFCCFA,2.0,8198.21130005187
TFCN22,359.261289,TFCN22,,
TEXCEK,1174.848901,TEXCEK,1.0,46096.3554112969
TFCGWU,683.749693,TFCGWU,,
TFBKKL,597.41894,TFBKKL,5.0,90930.1411161422
TFBYS9,700.490356,TFBYS9,1.0,4653.10678939987
TFBYGQ,144.310044,TFBYGQ,1.0,72.8570520434174
TFCMNJ,512.507308,TFCMNJ,1.0,62.0489347504957
TFBKOT,141.265533,TFBKOT,,
TEZGGX,131.631144,TEZGGX,2.0,803.563132020494
TFBTU3,1097.90826,TFBTU3,,
TFBUHO,328.996805,TFBUHO,,
TFCRFY,932.948853,TFCRFY,,
TFCBHL,156.589357,TFCBHL,1.0,1135.8192029514
TFCDNG,91.623232,TFCDNG,,
TFAIMA,685.903793,TFAIMA,,
TFBZBR,282.644152,TFBZBR,1.0,9479.53861807908
TFBKXO,714.819871,TFBKXO,,
TFCKR0,167.652105,TFCKR0,1.0,260.28603279212
TFBKWH,284.098411,TFBKWH,,
TFCEAV,121.207771,TFCEAV,,
TEZLR5,109.558615,TEZLR5,,
TFCSD1,409.780186,TFCSD1,,
TFBRF5,1693.174232,TFBRF5,1.0,23847.2343025705
TFCKB6,626.405539,TFCKB6,1.0,100.325056085405
TFCDJG,114.336312,TFCDJG,1.0,58.3285209798867
TFCAM4,1003.164081,TFCAM4,1.0,7896.46682589733
TEZPF5,1327.143602,TEZPF5,1.0,3074.10433115027
TFCHHI,153.566262,TFCHHI,,
TEZMO2,381.939257,TEZMO2,,
TEZDPI,191.698125,TEZDPI,,
TEZLRS,637.924985,TEZLRS,2.0,0.016815429471679
TEY678,604.06908,TEY678,1.0,0.0042038573679197
TF1264,511.238801,TF1264,3.0,5119.13800949272
TFCAB2,985.055707,TFCAB2,1.0,20011.6180246511
TFCSM2,406.134492,TFCSM2,1.0,601.071730322535
TFBWPX,76.74562,TFBWPX,,
TFCQPY,19.020837,TFCQPY,,
TF1240,334.015331,TF1240,,
TFCXHA,194.70639,TFCXHA,2.0,4753.51592263264
TFBWMA,1260.914943,TFBWMA,4.0,1740.56930847087
TFCKY0,229.155272,TFCKY0,3.0,5035.89322589317
TEZGU0,659.314744,TEZGU0,,
TFBU92,135.139583,TFBU92,,
TEZNIQ,572.12964,TEZNIQ,,
TFBKMR,2771.596556,TFBKMR,1.0,0.0042038573679197
TFCAQ2,190.43368,TFCAQ2,,
TFCHG2,56.895005,TFCHG2,,
TFCMCE,334.637717,TFCMCE,,
TFBKIP,1000.220513,TFBKIP,1.0,0.0042038573679197
TFBJWN,457.149924,TFBJWN,,
TFCQOP,381.946107,TFCQOP,2.0,130.504548129701
TFCASC,277.395287,TFCASC,,
TEZHR7,89.189102,TEZHR7,,
TEZNI8,1768.850945,TEZNI8,3.0,16247.8708922936
TFCAHC,189.787668,TFCAHC,1.0,138.756720142928
TFBKWZ,722.582125,TFBKWZ,,
TEZHM6,883.715816,TEZHM6,,
TEZIJ1,70.114917,TEZIJ1,,
TFBY24,32.220141,TFBY24,,
TFCDA6,364.549095,TFCDA6,1.0,31527.8961104857
TFCSFV,144.453647,TFCSFV,,
TEXNAM,763.044775,TEXNAM,,
TFCJGR,780.771743,TFCJGR,,
TFBKZ9,1552.92963,TFBKZ9,4.0,11941.7504900418
TFBZFW,36.805184,TFBZFW,1.0,218.600583131828
TFBYL3,160.777759,TFBYL3,,
TFCMPK,175.403611,TFCMPK,5.0,19506.5918236134
TFBSTH,254.238945,TFBSTH,,
TEZGV5,187.619695,TEZGV5,,
TFBUAI,382.369571,TFBUAI,1.0,246.404895763249
TFBW11,42.941421,TFBW11,,
TFCT08,763.594697,TFCT08,,
TFCDDF,25.005975,TFCDDF,,
TFCFVF,1145.260157,TFCFVF,1.0,655.860603398633
TFBLI3,129.618415,TFBLI3,,
TFCACG,216.055983,TFCACG,,
TFBUE7,86.481841,TFBUE7,,
TFCN09,757.830523,TFCN09,2.0,2523.64283968012
TFBLUZ,407.282959,TFBLUZ,,
TFCEVB,423.840121,TFCEVB,,
TEZLSW,404.325629,TEZLSW,2.0,6279.41945846805
TFCUC5,242.998477,TFCUC5,,
TFBSQB,260.832776,TFBSQB,,
TFCMLT,1040.705959,TFCMLT,,
TFCDRM,142.217939,TFCDRM,,
TFCDQN,306.857231,TFCDQN,3.0,4383.71099769147
TEZPGR,119.920255,TEZPGR,,
TFCKDR,44.584429,TFCKDR,1.0,12.6494068200706
TEZNZ2,304.758639,TEZNZ2,,
TEZEUQ,674.551238,TEZEUQ,3.0,5328.59099899196
TEZMHC,410.486128,TEZMHC,13.0,36639.9968627445
TEYYZJ,784.935699,TEYYZJ,,
TFBJZI,259.354457,TFBJZI,1.0,0.0042038573679197
TFCFOV,234.329908,TFCFOV,,
TFCSN6,173.387773,TFCSN6,,
TFC440,1830.884131,TFC440,2.0,3020.67330400401
TFCQRY,972.578916,TFCQRY,,
TF6007,101.682416,TF6007,,
TFCXJ6,407.025338,TFCXJ6,,
TFBXE4,257.017446,TFBXE4,,
TFCOI4,865.850285,TFCOI4,,
TEZHQZ,773.16785,TEZHQZ,2.0,21881.3634623234
TFBXSO,61.689835,TFBXSO,,
TEZOLS,880.551174,TEZOLS,2.0,8582.30934004396
TFBRQB,358.799317,TFBRQB,,
TFCCHY,24.923336,TFCCHY,,
TFCHUL,49.247649,TFCHUL,,
TFCMI7,1341.241894,TFCMI7,,
TFBLM1,55.91941,TFBLM1,1.0,170.151126966552
TFBKU3,138.40956,TFBKU3,1.0,3765.26472486732
TFCQTA,232.012239,TFCQTA,,
TFCBWY,82.544771,TFCBWY,,
TEZHSO,977.276327,TEZHSO,1.0,11354.8499629065
TEZNJY,459.437954,TEZNJY,,
TFCGWX,682.954409,TFCGWX,2.0,92373.2160502575
TFBLIB,324.080538,TFBLIB,,
TEZHN1,407.151682,TEZHN1,,
TEZJBE,177.528686,TEZJBE,,
TFBYN7,1983.112561,TFBYN7,1.0,19865.4288846817
TFCHIL,250.314483,TFCHIL,1.0,4251.9705154956
TFCSYA,11.335568,TFCSYA,,
TEXNB3,180.259902,TEXNB3,,
TFCLJL,280.422185,TFCLJL,,
TFBLO7,838.120689,TFBLO7,1.0,0.0042038573679197
TFC318,1067.368213,TFC318,2.0,3968.23536630523
TFCC16,361.47967,TFCC16,,
TFCMWP,32.772139,TFCMWP,,
TFBWCW,72.024407,TFBWCW,,
TEZGZU,33.197561,TEZGZU,,
TFBUEW,65.108141,TFBUEW,,
TFBXPD,152.715143,TFBXPD,,
TFCUI7,86.550844,TFCUI7,1.0,20.3887082344108
TFCDFX,60.156848,TFCDFX,1.0,16.7397600390565
TFCFVL,161.446231,TFCFVL,,
TFBOOV,49.396293,TFBOOV,,
TFCAFQ,216.666107,TFCAFQ,1.0,291.873817054669
TFBWAT,324.700688,TFBWAT,2.0,555.190831009059
TFCNTF,196.458172,TFCNTF,,
TFBXIC,61.591589,TFBXIC,,
TFCFPA,454.062174,TFCFPA,1.0,2298.30767704488
TEZOOO,1182.345166,TEZOOO,2.0,31424.9688666895
TFCWWX,1149.178777,TFCWWX,3.0,23881.4915362617
TFBXL4,69.98787,TFBXL4,1.0,101.989783603101
TFCNJV,263.589375,TFCNJV,1.0,8276.83184054671
TFCDW5,2891.764192,TFCDW5,1.0,77106.4329827743
TFCDZI,1817.856625,TFCDZI,2.0,13570.7242008239
TEZPRJ,276.434503,TEZPRJ,,
TFCKQG,99.031469,TFCKQG,2.0,27.7538663430063
TEZQDF,321.38812,TEZQDF,4.0,2809.39163654973
TEZF84,6220.627423,TEZF84,,
TEZOF2,143.894179,TEZOF2,1.0,219.798682481685
TEYZ15,980.297966,TEYZ15,,
TFBRNO,1052.251735,TFBRNO,3.0,6014.95058759485
TFCFT6,318.838247,TFCFT6,,
TFCTU7,692.582321,TFCTU7,,
TFC491,28.113478,TFC491,1.0,63.7472931271352
TFCQXJ,523.153557,TFCQXJ,,
TFBPUA,524.001849,TFBPUA,1.0,7980.87187413042
TFCXX7,65.260223,TFCXX7,2.0,349.542332427792
TFBY54,92.206571,TFBY54,1.0,92.4848620942347
TFCOKA,703.92419,TFCOKA,4.0,81598.2083379655
TEZI72,174.751606,TEZI72,,
TFBXYW,156.501228,TFBXYW,,
TEZSQ7,597.962432,TEZSQ7,1.0,0.0042038573679197
TFBTSM,761.743314,TFBTSM,1.0,747.328132009832
TFCDE1,114.416709,TFCDE1,,
TFCHW3,154.128972,TFCHW3,,
TFCNZA,161.838888,TFCNZA,,
TFBLNY,178.134983,TFBLNY,3.0,2625.34255712483
TFBLB3,988.912471,TFBLB3,,
TFCR77,4681.5088,TFCR77,,
TFCCTS,194.599187,TFCCTS,,
TEZIWA,178.198758,TEZIWA,,
TEZPE3,455.904612,TEZPE3,,
TFCIQ5,178.773561,TFCIQ5,,
TFBSJ9,188.89421,TFBSJ9,,
TEZHP7,151.037191,TEZHP7,,
TEZLCP,1015.929083,TEZLCP,,
TFCDUY,499.870355,TFCDUY,2.0,5854.32119756663
TFCJKV,929.521958,TFCJKV,,
TFCTEM,55.892547,TFCTEM,,
TEXXWN,529.925203,TEXXWN,,
TFCM37,333.276961,TFCM37,,
TFBML1,42.138657,TFBML1,,
TFCBI4,2537.880993,TFCBI4,2.0,0.0084077147358395
TFCEH0,114.096892,TFCEH0,,
TFCO43,1017.746993,TFCO43,,
TFBWZ2,723.990775,TFBWZ2,2.0,2192.71518767748
TEZHW4,200.35994,TEZHW4,,
TFBYIU,299.220219,TFBYIU,,
TFBYFG,177.90983,TFBYFG,1.0,729.159060465682
TFCUV8,76.814319,TFCUV8,,
TFCDQO,81.858386,TFCDQO,1.0,63.7472931271352
TFCHVB,857.11267,TFCHVB,,
TFBXLA,55.392598,TFBXLA,1.0,227.445499033931
TFCBW9,166.563943,TFCBW9,,
TFBXBW,93.069723,TFBXBW,,
TFCNZC,1794.332169,TFCNZC,,
TFBXPF,114.940644,TFBXPF,1.0,113.100578626513
TFCIXR,33.319803,TFCIXR,,
TEZOUC,1224.931175,TEZOUC,1.0,1124.03158689175
TFD573,100.407181,TFD573,,
TFBXMJ,1203.334991,TFBXMJ,,
TFCOJN,99.558628,TFCOJN,1.0,12.5527181006084
TFCDWZ,7019.844506,TFCDWZ,1.0,23157.8731598069
TFCGTY,62.564958,TFCGTY,,
TEZVOX,326.487788,TEZVOX,1.0,30194.3484762342
TFCLMW,422.927339,TFCLMW,1.0,1645.07028064383
TFBERX,723.718086,TFBERX,,
TEZGTE,91.575811,TEZGTE,,
TEZUKA,358.064672,TEZUKA,2.0,0.0084077147358395
TEZD14,622.262832,TEZD14,1.0,1411.09198726015
TFBTIH,1811.196101,TFBTIH,1.0,3365.63763575813
TFCHHC,957.391801,TFCHHC,,
TFCUXW,99.685045,TFCUXW,1.0,198.44729091002
TFCCME,1634.987975,TFCCME,,
TFCS32,65.409934,TFCS32,,
TFBR10,3398.546567,TFBR10,2.0,391.370713238594
TFCYFY,83.666462,TFCYFY,,
TFC237,70.61157,TFC237,,
TFCOR5,146.478946,TFCOR5,1.0,1998.48856956485
TEZIDX,212.23987,TEZIDX,,
TFBYR1,256.309668,TFBYR1,1.0,5042.93889084181
TEZUPG,420.242805,TEZUPG,1.0,30161.7601739181
TFBW25,698.203902,TFBW25,2.0,0.0084077147358395
TFCEIR,2806.530951,TFCEIR,1.0,22177.407505887
TFCIE1,723.481941,TFCIE1,,
TFCPQZ,343.32368,TFCPQZ,,
TFBMLW,129.67773,TFBMLW,,
TFBO80,120.89453,TFBO80,,
TFCRTD,2561.154505,TFCRTD,,
TFCHMJ,390.584268,TFCHMJ,,
TEZKBO,6061.168079,TEZKBO,2.0,22624.2228939511
TEZSOY,503.300502,TEZSOY,,
TFCJBF,117.576428,TFCJBF,1.0,72.8570520434174
TFBYGC,82.668346,TFBYGC,,
TEZI93,7484.700206,TEZI93,1.0,0.0042038573679197
TEZNCM,216.993416,TEZNCM,,
TFCDWF,8483.605571,TFCDWF,2.0,0.0084077147358395
TFCMVL,1386.301941,TFCMVL,4.0,4123.75706963142
TFCTQD,562.642113,TFCTQD,1.0,403.763684759221
TEYJI6,1063.528082,TEYJI6,1.0,1527.90036808517
TFCOJY,110.176299,TFCOJY,1.0,629.880764864889
TFBRO8,1204.534344,TFBRO8,2.0,5697.17680529643
TFCEE4,1043.951014,TFCEE4,1.0,64.2181251523423
TFCFXL,110.351348,TFCFXL,3.0,684.703268799931
TFCPQ6,1782.6791,TFCPQ6,,
TFBWZZ,39.392521,TFBWZZ,,
TEZI79,77.629218,TEZI79,1.0,174.001860315567
TFBYJI,51.70013,TFBYJI,,
TFBYNF,33.443704,TFBYNF,,
TFCZD9,365.288317,TFCZD9,1.0,517.990897160337
TFCEGZ,343.137661,TFCEGZ,,
TFCOD9,272.168849,TFCOD9,,
TFBXZ3,103.878684,TFBXZ3,,
TFCEVN,78.981931,TFCEVN,,
TFC468,1131.694017,TFC468,1.0,0.0042038573679197
TFCPNW,71.002724,TFCPNW,,
TFBZXZ,68.168026,TFBZXZ,,
TFCJYG,174.712762,TFCJYG,,
TEZUNZ,923.035141,TEZUNZ,,
TFDBJE,513.463436,TFDBJE,1.0,769.020036028297
TFBYDV,207.382898,TFBYDV,2.0,2569.67087400147
TFCQV8,458.19117,TFCQV8,3.0,108372.945853695
TFCHXY,156.336748,TFCHXY,1.0,1153.40814217878
TFCJAC,52.83009,TFCJAC,,
TFBJTR,922.664116,TFBJTR,2.0,137.508174504655
TFCPU7,25.299645,TFCPU7,,
TFBKVJ,289.761378,TFBKVJ,,
TEZGUV,96.163721,TEZGUV,,
TFAIMB,898.817758,TFAIMB,,
TEZDEP,1449.509388,TEZDEP,1.0,0.0042038573679197
TFBWAQ,202.067968,TFBWAQ,2.0,29516.9220845381
TFCJLQ,1196.7742,TFCJLQ,,
TFCWL4,246.375794,TFCWL4,2.0,205.614867722323
TFCDQR,40.733275,TFCDQR,1.0,54.1120520398632
TFCUWW,37.805289,TFCUWW,,
TFBTOL,346.860008,TFBTOL,3.0,9913.69198775099
TFCYHE,128.793901,TFCYHE,,
TFCBHP,1563.40933,TFCBHP,8.0,315061.239127915
TFCQRP,385.177461,TFCQRP,,
TEZIGZ,259.845151,TEZIGZ,,
TFBZLC,681.329188,TFBZLC,,
TF0597,338.677162,TF0597,,
TFBW68,732.539608,TFBW68,,
TFCEK7,992.847214,TFCEK7,2.0,0.0084077147358395
TFCJY0,48.924049,TFCJY0,,
TFCRAA,713.745658,TFCRAA,,
TFBQYA,15238.825013,TFBQYA,2.0,68830.4335059865
TFBSVB,540.877497,TFBSVB,6.0,49342.7674482434
TFCSDU,1224.435546,TFCSDU,,
TFCIBJ,102.333206,TFCIBJ,,
TEZLVI,730.53902,TEZLVI,,
TEZZI2,86.489205,TEZZI2,,
TFCMUC,261.02342,TFCMUC,,
TFBYYI,89.331296,TFBYYI,,
TEZIQ6,1026.656307,TEZIQ6,1.0,2520.51516979839
TEZNKM,481.419493,TEZNKM,,
TFCFE7,217.731677,TFCFE7,,
TFCNUF,33.588786,TFCNUF,,
TFCVSW,619.242835,TFCVSW,1.0,7719.97628201995
TEYVXR,1229.590508,TEYVXR,1.0,1243.93821059693
TFCRWW,208.358369,TFCRWW,,
TFBWZ1,40.125476,TFBWZ1,,
TFCET4,210.379066,TFCET4,,
TFCHVA,153.932645,TFCHVA,1.0,141.35890785367
TFCPRS,2534.568847,TFCPRS,,
TFBZRY,106.227421,TFBZRY,,
TEZIW1,772.563887,TEZIW1,1.0,10481.5574487243
TFBZQ5,3266.245431,TFBZQ5,1.0,5820.98040478166
TFCAC5,51.667811,TFCAC5,,
TFCZG8,1828.352206,TFCZG8,2.0,775.981623829573
TFCFEA,380.559256,TFCFEA,1.0,32369.2393086717
TFCPUN,243.863624,TFCPUN,,
TFCBN5,800.358304,TFCBN5,,
TFCFPB,422.919153,TFCFPB,,
TFC609,187.506301,TFC609,1.0,0.0462424310471174
TFCRZ9,150.084414,TFCRZ9,,
TFC830,218.648927,TFC830,,
TFCKON,1891.634391,TFCKON,2.0,8409.21971677724
TEZUSY,815.153541,TEZUSY,3.0,275.495588749254
TFDBSF,2625.199089,TFDBSF,1.0,262.375349903976
TFBYLD,133.736613,TFBYLD,,
TFCSO4,1840.732955,TFCSO4,1.0,486.331647322533
TFCJTV,2977.400566,TFCJTV,1.0,1796.68239661786
TFCJEG,242.44854,TFCJEG,,
TFBRPG,216.676047,TFBRPG,,
TFCQ76,193.772009,TFCQ76,2.0,7825.74533339681
TFBLRW,2448.830993,TFBLRW,2.0,6897.98764315586
TEZJ47,270.315247,TEZJ47,,
TFBBPR,1098.966895,TFBBPR,,
TEZEE0,4473.982568,TEZEE0,1.0,71595.9915217609
TFBWHS,1253.377329,TFBWHS,,
TFCMCT,887.551397,TFCMCT,,
TFD031,404.799531,TFD031,,
TFCEGK,393.957767,TFCEGK,1.0,12337.699203954
TFD167,229.977837,TFD167,,
TFBXCY,98.307365,TFBXCY,,
TFCZDB,1279.449394,TFCZDB,,
TFCD80,379.840683,TFCD80,2.0,175.700218692206
TFCSIH,654.28908,TFCSIH,6.0,55243.797705025
TEZJ82,297.739191,TEZJ82,,
TFBZOR,161.009658,TFBZOR,,
TFBESX,131.141917,TFBESX,,
TFBWWF,31.481124,TFBWWF,,
TFCG64,109.392557,TFCG64,,
TFCKOY,724.74218,TFCKOY,,
TFCRKZ,704.095746,TFCRKZ,1.0,4116.63993910753
TFBT52,25.888323,TFBT52,,
TFBTO8,2515.564146,TFBTO8,1.0,0.0840771473583952
TFCSJ0,566.216555,TFCSJ0,2.0,8034.19360098511
TFCODW,518.448585,TFCODW,,
TEZMHI,330.274762,TEZMHI,1.0,107.664991049793
TF1244,1177.770743,TF1244,,
TFCRIJ,199.075898,TFCRIJ,,
TFBZGS,527.814301,TFBZGS,5.0,24311.8235995862
TEZJOD,75.960549,TEZJOD,,
TEZNL0,773.586243,TEZNL0,4.0,1690.07677762478
TFCGOX,8958.519542,TFCGOX,1.0,990.369941878745
TFCQAC,84.441481,TFCQAC,,
TFCWGK,879.541349,TFCWGK,2.0,2574.82059927717
TEYVZH,240.039499,TEYVZH,,
TFCUFE,201.075219,TFCUFE,,
TFBXMV,42.565672,TFBXMV,,
TFCFT0,1168.706988,TFCFT0,3.0,13257.9572126506
TFCKNR,1210.5853,TFCKNR,1.0,2194.54806948989
TFCPWQ,318.322867,TFCPWQ,1.0,1394.06636492008
TFBZSE,92.810042,TFBZSE,,
TEZLCT,2150.21904,TEZLCT,,
TFC452,104.941579,TFC452,,
TFCAR4,1002.855602,TFCAR4,4.0,3143.2241539936
TFD068,74.98035,TFD068,1.0,116.884050257641
TFCFEI,608.293843,TFCFEI,,
TFCRE9,185.343867,TFCRE9,,
TFCFED,101.895318,TFCFED,,
TFCFVQ,230.808807,TFCFVQ,2.0,516.897894244678
TFCBX0,127.276901,TFCBX0,,
TFCWD9,254.254548,TFCWD9,,
TFCADA,120.756103,TFCADA,,
TFCLEK,368.264977,TFCLEK,4.0,7304.49224291897
TFBLW3,220.303468,TFBLW3,,
TFDCVW,74.998449,TFDCVW,,
TFBZTU,696.107848,TFBZTU,,
TFCTPM,66.366942,TFCTPM,,
TFCKV3,238.043865,TFCKV3,5.0,7307.11965377392
TFCJUX,167.333629,TFCJUX,4.0,5670.41925314962
TFBTOH,276.602697,TFBTOH,,
TFCRVQ,60.493426,TFCRVQ,,
TFBSLX,288.365517,TFBSLX,,
TEZKMQ,880.457989,TEZKMQ,,
TFBKB2,469.682186,TFBKB2,,
TEZEW9,911.006106,TEZEW9,,
TFBX17,55.787079,TFBX17,1.0,162.222651970656
TFCMY9,1018.825941,TFCMY9,,
TFD315,1921.81239,TFD315,,
TFCFAB,373.885738,TFCFAB,,
TFD439,38.787645,TFD439,,
TFBYZ2,41.247709,TFBYZ2,,
TFCZHM,18.461678,TFCZHM,,
TFCDJL,193.43349,TFCDJL,1.0,123.841434201548
TFCT26,2336.79867,TFCT26,8.0,68596.9176369133
TEZJGS,397.505869,TEZJGS,1.0,7140.58804800115
TFCES8,272.671956,TFCES8,,
TFBIP8,1421.156021,TFBIP8,,
TFBX21,2011.156236,TFBX21,1.0,5799.32633547951
TFCHCV,58.001145,TFCHCV,,
TFCOS3,1185.510999,TFCOS3,,
TFCSHA,368.857074,TFCSHA,1.0,85.6746131582047
TFBXHM,170.185825,TFBXHM,,
TFBUA5,2058.383447,TFBUA5,2.0,0.0084077147358395
TFCUBV,509.81727,TFCUBV,,
TFCP19,580.251669,TFCP19,3.0,7549.37113845766
TEZMNA,1530.748116,TEZMNA,1.0,2942.70015754383
TFAELN,963.948551,TFAELN,4.0,16104.170435886
TFCTBZ,1035.383429,TFCTBZ,,
TFCAY0,763.493669,TFCAY0,1.0,10033.3673993009
TEZK60,908.190836,TEZK60,1.0,4447.34899052704
TEZNRD,531.053683,TEZNRD,5.0,3043.18916406659
TFCIS4,103.545421,TFCIS4,,
TFCQO2,66.84117,TFCQO2,,
TFCYW1,307.395694,TFCYW1,6.0,4753.08712918111
TEYYY6,538.754928,TEYYY6,2.0,5336.98189829832
TFCYX2,988.980814,TFCYX2,3.0,8780.18070249458
TFBYGE,149.963101,TFBYGE,,
TFCFUL,141.090083,TFCFUL,4.0,3342.29781965144
TFCLL0,152.184287,TFCLL0,3.0,850.785061834337
TFCR85,719.840714,TFCR85,,
TFCABC,56.22945,TFCABC,,
TEZLNF,1018.101504,TEZLNF,1.0,4159.21660652982
TFC778,23.630713,TFC778,,
TFCAWM,56.743666,TFCAWM,,
TFDA54,851.727026,TFDA54,,
TFCKBL,2925.601824,TFCKBL,,
TFCRO0,393.245633,TFCRO0,1.0,464.198338280436
TFCLKJ,136.90396,TFCLKJ,,
TFCH99,70.256901,TFCH99,,
TFCGCK,243.630552,TFCGCK,,
TFCYQ5,164.646134,TFCYQ5,1.0,96.6466808884753
TFCB10,873.461315,TFCB10,,
TFCM79,1976.269381,TFCM79,,
TFBRJ4,227.163529,TFBRJ4,1.0,337.674843078155
TFDD88,384.129708,TFDD88,,
TFCAU6,317.961442,TFCAU6,,
TFCTSH,106.774025,TFCTSH,2.0,44.9812738367414
TFCRB2,197.646536,TFCRB2,,
TFCMLS,67.356466,TFCMLS,,
TFBYIB,501.427842,TFBYIB,,
TFCSWQ,476.539061,TFCSWQ,,
TFBXX1,111.423043,TFBXX1,1.0,321.721204366899
TEZKN3,158.849949,TEZKN3,1.0,678.880926345362
TFBKUE,1479.356616,TFBKUE,2.0,3715.98710880057
TEZFJN,238.834348,TEZFJN,,
TFBXXB,150.710504,TFBXXB,1.0,354.317914397749
TFCOK9,226.056368,TFCOK9,1.0,1084.42284277121
TFDAZX,19.157301,TFDAZX,,
